word,pos,cefr,theme,definition,example_sentence
wait,verb,A2,General,(TBD: wait),The answer is _ .
finding,verb,B2,General,(TBD: finding),The answer is _ .
realized,verb,B1,General,(TBD: realized),The answer is _ .
thoughts,noun,B1,General,(TBD: thoughts),The answer is _ .
designated,verb,B1,General,(TBD: designated),The answer is _ .
famous,adjective,A2,General,(TBD: famous),The answer is _ .
grand,noun,C1,General,(TBD: grand),The answer is _ .
causes,noun,B2,General,(TBD: causes),The answer is _ .
leaves,noun,A2,General,(TBD: leaves),The answer is _ .
client,noun,C1,General,(TBD: client),The answer is _ .
patent,noun,B1,General,(TBD: patent),The answer is _ .
besides,preposition,B2,General,(TBD: besides),The answer is _ .
arrangements,noun,B2,General,(TBD: arrangements),The answer is _ .
cattle,noun,B2,General,(TBD: cattle),The answer is _ .
furthermore,adverb,B2,General,(TBD: furthermore),The answer is _ .
controlled,verb,B1,General,(TBD: controlled),The answer is _ .
legislature,noun,C1,General,(TBD: legislature),The answer is _ .
temperatures,noun,B1,General,(TBD: temperatures),The answer is _ .
chain,noun,B1,General,(TBD: chain),The answer is _ .
subsection,noun,B1,General,(TBD: subsection),The answer is _ .
partly,adverb,B1,General,(TBD: partly),The answer is _ .
exposed,verb,B2,General,(TBD: exposed),The answer is _ .
probability,noun,B2,General,(TBD: probability),The answer is _ .
magazine,noun,A2,General,(TBD: magazine),The answer is _ .
half,adjective,B1,General,(TBD: half),The answer is _ .
imposed,verb,C1,General,(TBD: imposed),The answer is _ .
apparatus,noun,B1,General,(TBD: apparatus),The answer is _ .
experienced,verb,B2,General,(TBD: experienced),The answer is _ .
retirement,noun,C1,General,(TBD: retirement),The answer is _ .
responses,noun,B1,General,(TBD: responses),The answer is _ .
parent,noun,A2,General,(TBD: parent),The answer is _ .
damages,noun,B2,General,(TBD: damages),The answer is _ .
occasion,noun,B2,General,(TBD: occasion),The answer is _ .
answered,verb,A2,General,(TBD: answered),The answer is _ .
evolution,noun,C1,General,(TBD: evolution),The answer is _ .
infection,noun,B2,General,(TBD: infection),The answer is _ .
improvements,noun,B2,General,(TBD: improvements),The answer is _ .
meat,noun,A2,General,(TBD: meat),The answer is _ .
star,noun,A2,General,(TBD: star),The answer is _ .
accurate,adjective,B2,General,(TBD: accurate),The answer is _ .
recognize,verb,B2,General,(TBD: recognize),The answer is _ .
wild,adjective,B1,General,(TBD: wild),The answer is _ .
looks,verb,A2,General,(TBD: looks),The answer is _ .
miller,noun,B1,General,(TBD: miller),The answer is _ .
of,adjective,A2,General,(TBD: of),The answer is _ .
worker,noun,A2,General,(TBD: worker),The answer is _ .
offers,verb,B1,General,(TBD: offers),The answer is _ .
salary,noun,C1,General,(TBD: salary),The answer is _ .
soviet,noun,C1,General,(TBD: soviet),The answer is _ .
good,noun,C1,General,(TBD: good),The answer is _ .
characters,noun,A2,General,(TBD: characters),The answer is _ .
gross,adjective,C1,General,(TBD: gross),The answer is _ .
wants,verb,B1,General,(TBD: wants),The answer is _ .
fifty,noun,A2,General,(TBD: fifty),The answer is _ .
seat,noun,A2,General,(TBD: seat),The answer is _ .
readily,adverb,C1,General,(TBD: readily),The answer is _ .
special,noun,A2,General,(TBD: special),The answer is _ .
jack,noun,B1,General,(TBD: jack),The answer is _ .
repeated,verb,A2,General,(TBD: repeated),The answer is _ .
opposite,adjective,B1,General,(TBD: opposite),The answer is _ .
conclusions,noun,B2,General,(TBD: conclusions),The answer is _ .
check,verb,B1,General,(TBD: check),The answer is _ .
option,noun,B2,General,(TBD: option),The answer is _ .
continuing,verb,B1,General,(TBD: continuing),The answer is _ .
instances,noun,B2,General,(TBD: instances),The answer is _ .
beauty,noun,B1,General,(TBD: beauty),The answer is _ .
ownership,noun,B1,General,(TBD: ownership),The answer is _ .
organic,adjective,B2,General,(TBD: organic),The answer is _ .
mostly,adverb,B1,General,(TBD: mostly),The answer is _ .
prince,noun,A2,General,(TBD: prince),The answer is _ .
equivalent,adjective,B1,General,(TBD: equivalent),The answer is _ .
sitting,verb,A2,General,(TBD: sitting),The answer is _ .
weak,adjective,B1,General,(TBD: weak),The answer is _ .
streets,noun,A2,General,(TBD: streets),The answer is _ .
oral,adjective,C1,General,(TBD: oral),The answer is _ .
extend,verb,B2,General,(TBD: extend),The answer is _ .
involves,verb,B2,General,(TBD: involves),The answer is _ .
soviet,adjective,C1,General,(TBD: soviet),The answer is _ .
bulletin,noun,B2,General,(TBD: bulletin),The answer is _ .
vertical,adjective,B1,General,(TBD: vertical),The answer is _ .
originally,adverb,C1,General,(TBD: originally),The answer is _ .
exceed,verb,C1,General,(TBD: exceed),The answer is _ .
corn,noun,A2,General,(TBD: corn),The answer is _ .
dangerous,adjective,B1,General,(TBD: dangerous),The answer is _ .
dog,noun,A2,General,(TBD: dog),The answer is _ .
report,verb,B2,General,(TBD: report),The answer is _ .
enough,adjective,B1,General,(TBD: enough),The answer is _ .
strategies,noun,B1,General,(TBD: strategies),The answer is _ .
acquisition,noun,C1,General,(TBD: acquisition),The answer is _ .
prior,adjective,C1,General,(TBD: prior),The answer is _ .
comprehensive,adjective,C1,General,(TBD: comprehensive),The answer is _ .
supplied,verb,B2,General,(TBD: supplied),The answer is _ .
evident,adjective,B2,General,(TBD: evident),The answer is _ .
coverage,noun,B1,General,(TBD: coverage),The answer is _ .
namely,adverb,B1,General,(TBD: namely),The answer is _ .
unemployment,noun,B2,General,(TBD: unemployment),The answer is _ .
continues,verb,B1,General,(TBD: continues),The answer is _ .
psychological,adjective,B2,General,(TBD: psychological),The answer is _ .
ill,adjective,B1,General,(TBD: ill),The answer is _ .
enable,verb,B2,General,(TBD: enable),The answer is _ .
addressed,verb,B1,General,(TBD: addressed),The answer is _ .
track,noun,B1,General,(TBD: track),The answer is _ .
particles,noun,C1,General,(TBD: particles),The answer is _ .
interior,noun,C1,General,(TBD: interior),The answer is _ .
obligations,noun,C1,General,(TBD: obligations),The answer is _ .
yellow,adjective,A2,General,(TBD: yellow),The answer is _ .
debate,noun,B1,General,(TBD: debate),The answer is _ .
making,noun,B1,General,(TBD: making),The answer is _ .
begins,verb,A2,General,(TBD: begins),The answer is _ .
faculty,noun,C1,General,(TBD: faculty),The answer is _ .
partial,adjective,B2,General,(TBD: partial),The answer is _ .
joint,noun,C1,General,(TBD: joint),The answer is _ .
ft,noun,B1,General,(TBD: ft),The answer is _ .
leads,verb,B1,General,(TBD: leads),The answer is _ .
ball,noun,A2,General,(TBD: ball),The answer is _ .
announced,verb,B2,General,(TBD: announced),The answer is _ .
academy,noun,B2,General,(TBD: academy),The answer is _ .
chemistry,noun,B2,General,(TBD: chemistry),The answer is _ .
tel,noun,B1,General,(TBD: tel),The answer is _ .
intensity,noun,B1,General,(TBD: intensity),The answer is _ .
creating,verb,B1,General,(TBD: creating),The answer is _ .
flowers,noun,A2,General,(TBD: flowers),The answer is _ .
massachusetts,noun,B1,General,(TBD: massachusetts),The answer is _ .
heads,noun,A2,General,(TBD: heads),The answer is _ .
burden,noun,B2,General,(TBD: burden),The answer is _ .
unknown,adjective,B1,General,(TBD: unknown),The answer is _ .
finished,verb,A2,General,(TBD: finished),The answer is _ .
academic,adjective,B2,General,(TBD: academic),The answer is _ .
best,adverb,A2,General,(TBD: best),The answer is _ .
african,adjective,B1,General,(TBD: african),The answer is _ .
transactions,noun,B1,General,(TBD: transactions),The answer is _ .
enterprise,noun,C1,General,(TBD: enterprise),The answer is _ .
variable,adjective,B1,General,(TBD: variable),The answer is _ .
poetry,noun,B2,General,(TBD: poetry),The answer is _ .
normally,adverb,B2,General,(TBD: normally),The answer is _ .
accordingly,adverb,C1,General,(TBD: accordingly),The answer is _ .
german,noun,B1,General,(TBD: german),The answer is _ .
naturally,adverb,B2,General,(TBD: naturally),The answer is _ .
compounds,noun,B2,General,(TBD: compounds),The answer is _ .
modified,verb,B2,General,(TBD: modified),The answer is _ .
developments,noun,B2,General,(TBD: developments),The answer is _ .
neither,determiner,C1,General,(TBD: neither),The answer is _ .
replied,verb,B1,General,(TBD: replied),The answer is _ .
root,noun,B1,General,(TBD: root),The answer is _ .
feelings,noun,A2,General,(TBD: feelings),The answer is _ .
demands,noun,B2,General,(TBD: demands),The answer is _ .
outstanding,adjective,B2,General,(TBD: outstanding),The answer is _ .
northern,noun,B2,General,(TBD: northern),The answer is _ .
id,noun,B1,General,(TBD: id),The answer is _ .
lead,noun,B1,General,(TBD: lead),The answer is _ .
mortgage,noun,C1,General,(TBD: mortgage),The answer is _ .
warm,adjective,A2,General,(TBD: warm),The answer is _ .
commonly,adverb,B2,General,(TBD: commonly),The answer is _ .
democratic,adjective,B2,General,(TBD: democratic),The answer is _ .
reflect,verb,B1,General,(TBD: reflect),The answer is _ .
pulled,verb,B1,General,(TBD: pulled),The answer is _ .
taught,verb,A2,General,(TBD: taught),The answer is _ .
separation,noun,B2,General,(TBD: separation),The answer is _ .
aside,adverb,B2,General,(TBD: aside),The answer is _ .
boat,noun,A2,General,(TBD: boat),The answer is _ .
ourselves,pronoun,B1,General,(TBD: ourselves),The answer is _ .
favor,noun,B1,General,(TBD: favor),The answer is _ .
societies,noun,B1,General,(TBD: societies),The answer is _ .
join,verb,A2,General,(TBD: join),The answer is _ .
res,noun,A2,General,(TBD: res),The answer is _ .
broken,verb,A2,General,(TBD: broken),The answer is _ .
audience,noun,B1,General,(TBD: audience),The answer is _ .
eastern,adjective,B2,General,(TBD: eastern),The answer is _ .
violation,noun,B1,General,(TBD: violation),The answer is _ .
plates,noun,B1,General,(TBD: plates),The answer is _ .
eat,verb,A2,General,(TBD: eat),The answer is _ .
agricultural,noun,B2,General,(TBD: agricultural),The answer is _ .
gentleman,noun,B2,General,(TBD: gentleman),The answer is _ .
rose,verb,A2,General,(TBD: rose),The answer is _ .
copyright,noun,B2,General,(TBD: copyright),The answer is _ .
concerns,noun,B2,General,(TBD: concerns),The answer is _ .
customs,noun,B2,General,(TBD: customs),The answer is _ .
tested,verb,B1,General,(TBD: tested),The answer is _ .
post,adjective,A2,General,(TBD: post),The answer is _ .
rice,noun,A2,General,(TBD: rice),The answer is _ .
customer,noun,B1,General,(TBD: customer),The answer is _ .
minute,noun,A2,General,(TBD: minute),The answer is _ .
corps,noun,B1,General,(TBD: corps),The answer is _ .
purchased,verb,C1,General,(TBD: purchased),The answer is _ .
seeking,verb,B1,General,(TBD: seeking),The answer is _ .
panel,noun,C1,General,(TBD: panel),The answer is _ .
il,noun,B1,General,(TBD: il),The answer is _ .
bear,verb,B1,General,(TBD: bear),The answer is _ .
equations,noun,C1,General,(TBD: equations),The answer is _ .
bible,noun,B1,General,(TBD: bible),The answer is _ .
jersey,noun,B1,General,(TBD: jersey),The answer is _ .
principal,noun,C1,General,(TBD: principal),The answer is _ .
decide,verb,B1,General,(TBD: decide),The answer is _ .
windows,noun,A2,General,(TBD: windows),The answer is _ .
knowing,verb,A2,General,(TBD: knowing),The answer is _ .
examine,verb,B2,General,(TBD: examine),The answer is _ .
so,adjective,A2,General,(TBD: so),The answer is _ .
physics,noun,B2,General,(TBD: physics),The answer is _ .
essentially,adverb,C1,General,(TBD: essentially),The answer is _ .
accompanied,verb,B2,General,(TBD: accompanied),The answer is _ .
diagnosis,noun,B1,General,(TBD: diagnosis),The answer is _ .
alternative,noun,B2,General,(TBD: alternative),The answer is _ .
extreme,adjective,B2,General,(TBD: extreme),The answer is _ .
shared,verb,A2,General,(TBD: shared),The answer is _ .
towns,noun,A2,General,(TBD: towns),The answer is _ .
spain,noun,B1,General,(TBD: spain),The answer is _ .
conversation,noun,A2,General,(TBD: conversation),The answer is _ .
latin,noun,B1,General,(TBD: latin),The answer is _ .
other,noun,A2,General,(TBD: other),The answer is _ .
pictures,noun,B1,General,(TBD: pictures),The answer is _ .
while,noun,B2,General,(TBD: while),The answer is _ .
centers,noun,B1,General,(TBD: centers),The answer is _ .
beach,noun,A2,General,(TBD: beach),The answer is _ .
sit,verb,A2,General,(TBD: sit),The answer is _ .
setting,verb,B2,General,(TBD: setting),The answer is _ .
collective,adjective,B1,General,(TBD: collective),The answer is _ .
tendency,noun,B2,General,(TBD: tendency),The answer is _ .
errors,noun,B1,General,(TBD: errors),The answer is _ .
spread,verb,C1,General,(TBD: spread),The answer is _ .
whenever,adverb,B2,General,(TBD: whenever),The answer is _ .
founded,verb,C1,General,(TBD: founded),The answer is _ .
song,noun,A2,General,(TBD: song),The answer is _ .
gift,noun,A2,General,(TBD: gift),The answer is _ .
doctrine,noun,B1,General,(TBD: doctrine),The answer is _ .
constitute,verb,B2,General,(TBD: constitute),The answer is _ .
afternoon,noun,A2,General,(TBD: afternoon),The answer is _ .
acute,adjective,C1,General,(TBD: acute),The answer is _ .
argued,verb,B1,General,(TBD: argued),The answer is _ .
gain,noun,B2,General,(TBD: gain),The answer is _ .
wealth,noun,B1,General,(TBD: wealth),The answer is _ .
expenditures,noun,B1,General,(TBD: expenditures),The answer is _ .
investigations,noun,B2,General,(TBD: investigations),The answer is _ .
factory,noun,A2,General,(TBD: factory),The answer is _ .
utility,noun,C1,General,(TBD: utility),The answer is _ .
released,verb,B1,General,(TBD: released),The answer is _ .
desirable,adjective,C1,General,(TBD: desirable),The answer is _ .
atmosphere,noun,B2,General,(TBD: atmosphere),The answer is _ .
north,adjective,B1,General,(TBD: north),The answer is _ .
committees,noun,B1,General,(TBD: committees),The answer is _ .
specimens,noun,B1,General,(TBD: specimens),The answer is _ .
writers,noun,A2,General,(TBD: writers),The answer is _ .
matrix,noun,B1,General,(TBD: matrix),The answer is _ .
defendants,noun,A2,General,(TBD: defendants),The answer is _ .
visit,noun,A2,General,(TBD: visit),The answer is _ .
asking,verb,A2,General,(TBD: asking),The answer is _ .
stable,adjective,B2,General,(TBD: stable),The answer is _ .
compliance,noun,B1,General,(TBD: compliance),The answer is _ .
longer,adjective,A2,General,(TBD: longer),The answer is _ .
mountains,noun,A2,General,(TBD: mountains),The answer is _ .
arthur,noun,B1,General,(TBD: arthur),The answer is _ .
novel,noun,B1,General,(TBD: novel),The answer is _ .
fax,noun,B2,General,(TBD: fax),The answer is _ .
substantially,adverb,B1,General,(TBD: substantially),The answer is _ .
literary,adjective,B2,General,(TBD: literary),The answer is _ .
statistical,adjective,B1,General,(TBD: statistical),The answer is _ .
distinction,noun,B2,General,(TBD: distinction),The answer is _ .
min,noun,B1,General,(TBD: min),The answer is _ .
climate,noun,B2,General,(TBD: climate),The answer is _ .
bell,noun,A2,General,(TBD: bell),The answer is _ .
intention,noun,B2,General,(TBD: intention),The answer is _ .
languages,noun,A2,General,(TBD: languages),The answer is _ .
outer,adjective,B2,General,(TBD: outer),The answer is _ .
draft,noun,C1,General,(TBD: draft),The answer is _ .
lose,verb,B1,General,(TBD: lose),The answer is _ .
works,verb,A2,General,(TBD: works),The answer is _ .
kansas,noun,Unknown,General,(TBD: kansas),The answer is _ .
iowa,noun,B1,General,(TBD: iowa),The answer is _ .
spot,noun,A2,General,(TBD: spot),The answer is _ .
qualified,verb,B2,General,(TBD: qualified),The answer is _ .
davis,noun,B1,General,(TBD: davis),The answer is _ .
assist,verb,B2,General,(TBD: assist),The answer is _ .
run,noun,A2,General,(TBD: run),The answer is _ .
readers,noun,A2,General,(TBD: readers),The answer is _ .
gradually,adverb,B1,General,(TBD: gradually),The answer is _ .
prescribed,verb,C1,General,(TBD: prescribed),The answer is _ .
participants,noun,B2,General,(TBD: participants),The answer is _ .
neck,noun,A2,General,(TBD: neck),The answer is _ .
settled,verb,B2,General,(TBD: settled),The answer is _ .
effectively,adverb,C1,General,(TBD: effectively),The answer is _ .
truly,adverb,B1,General,(TBD: truly),The answer is _ .
mills,noun,C1,General,(TBD: mills),The answer is _ .
superior,adjective,B2,General,(TBD: superior),The answer is _ .
representing,verb,B1,General,(TBD: representing),The answer is _ .
revealed,verb,B1,General,(TBD: revealed),The answer is _ .
advantages,noun,B1,General,(TBD: advantages),The answer is _ .
guard,noun,B1,General,(TBD: guard),The answer is _ .
answer,verb,A2,General,(TBD: answer),He could not _ in time during class.
struggle,noun,B2,General,(TBD: struggle),The answer is _ .
on,noun,A2,General,(TBD: on),The answer is _ .
acting,verb,B1,General,(TBD: acting),The answer is _ .
conventional,adjective,C1,General,(TBD: conventional),The answer is _ .
excess,noun,B2,General,(TBD: excess),The answer is _ .
taylor,noun,B1,General,(TBD: taylor),The answer is _ .
pollution,noun,A2,General,(TBD: pollution),The answer is _ .
concrete,adjective,C1,General,(TBD: concrete),The answer is _ .
quantities,noun,B2,General,(TBD: quantities),The answer is _ .
criticism,noun,C1,General,(TBD: criticism),The answer is _ .
adults,noun,B1,General,(TBD: adults),The answer is _ .
illustrated,verb,C1,General,(TBD: illustrated),The answer is _ .
variations,noun,C1,General,(TBD: variations),The answer is _ .
translation,noun,C1,General,(TBD: translation),The answer is _ .
films,noun,B1,General,(TBD: films),The answer is _ .
grew,verb,A2,General,(TBD: grew),The answer is _ .
trip,noun,A2,General,(TBD: trip),The answer is _ .
prevention,noun,C1,General,(TBD: prevention),The answer is _ .
rome,noun,B1,General,(TBD: rome),The answer is _ .
league,noun,B2,General,(TBD: league),The answer is _ .
depending,verb,B1,General,(TBD: depending),The answer is _ .
newspaper,noun,A2,General,(TBD: newspaper),The answer is _ .
mineral,noun,B2,General,(TBD: mineral),The answer is _ .
strange,adjective,A2,General,(TBD: strange),The answer is _ .
residence,noun,C1,General,(TBD: residence),The answer is _ .
deputy,noun,C1,General,(TBD: deputy),The answer is _ .
working,noun,B2,General,(TBD: working),The answer is _ .
liquid,adjective,B2,General,(TBD: liquid),The answer is _ .
directions,noun,B1,General,(TBD: directions),The answer is _ .
atlantic,noun,B2,General,(TBD: atlantic),The answer is _ .
ages,noun,A2,General,(TBD: ages),The answer is _ .
competitive,adjective,B2,General,(TBD: competitive),The answer is _ .
democracy,noun,B2,General,(TBD: democracy),The answer is _ .
proposals,noun,B2,General,(TBD: proposals),The answer is _ .
managers,noun,B1,General,(TBD: managers),The answer is _ .
place,verb,B2,General,(TBD: place),The answer is _ .
study,verb,A2,General,(TBD: study),The answer is _ .
promote,verb,B2,General,(TBD: promote),The answer is _ .
presentation,noun,B2,General,(TBD: presentation),The answer is _ .
secure,verb,B2,General,(TBD: secure),The answer is _ .
outside,adjective,C1,General,(TBD: outside),The answer is _ .
obligation,noun,C1,General,(TBD: obligation),The answer is _ .
consequence,noun,B1,General,(TBD: consequence),The answer is _ .
dinner,noun,A2,General,(TBD: dinner),The answer is _ .
sensitive,adjective,C1,General,(TBD: sensitive),The answer is _ .
elizabeth,noun,B1,General,(TBD: elizabeth),The answer is _ .
sweet,adjective,A2,General,(TBD: sweet),The answer is _ .
increasingly,adverb,B2,General,(TBD: increasingly),The answer is _ .
free,noun,B1,General,(TBD: free),The answer is _ .
canal,noun,B2,General,(TBD: canal),The answer is _ .
discovery,noun,B2,General,(TBD: discovery),The answer is _ .
conversion,noun,C1,General,(TBD: conversion),The answer is _ .
wine,noun,B1,General,(TBD: wine),The answer is _ .
thou,pronoun,B1,General,(TBD: thou),The answer is _ .
replaced,verb,B1,General,(TBD: replaced),The answer is _ .
ph,noun,C1,General,(TBD: ph),The answer is _ .
describes,verb,A2,General,(TBD: describes),The answer is _ .
ll,verb,B1,General,(TBD: ll),The answer is _ .
finds,verb,A2,General,(TBD: finds),The answer is _ .
definite,adjective,B2,General,(TBD: definite),The answer is _ .
voltage,noun,B1,General,(TBD: voltage),The answer is _ .
beam,noun,C1,General,(TBD: beam),The answer is _ .
superintendent,noun,C1,General,(TBD: superintendent),The answer is _ .
vast,adjective,B2,General,(TBD: vast),The answer is _ .
sub,adjective,B1,General,(TBD: sub),The answer is _ .
informed,verb,B2,General,(TBD: informed),The answer is _ .
administrator,noun,B1,General,(TBD: administrator),The answer is _ .
vary,verb,B2,General,(TBD: vary),The answer is _ .
wisconsin,noun,B1,General,(TBD: wisconsin),The answer is _ .
end,verb,B1,General,(TBD: end),The answer is _ .
petroleum,noun,B1,General,(TBD: petroleum),The answer is _ .
soc,noun,B1,General,(TBD: soc),The answer is _ .
long,noun,A2,General,(TBD: long),The answer is _ .
assumption,noun,C1,General,(TBD: assumption),The answer is _ .
personality,noun,B1,General,(TBD: personality),The answer is _ .
considerations,noun,B2,General,(TBD: considerations),The answer is _ .
vital,adjective,C1,General,(TBD: vital),The answer is _ .
mixed,adjective,B2,General,(TBD: mixed),The answer is _ .
managed,verb,B1,General,(TBD: managed),The answer is _ .
requiring,verb,B2,General,(TBD: requiring),The answer is _ .
adding,verb,A2,General,(TBD: adding),The answer is _ .
abuse,noun,C1,General,(TBD: abuse),The answer is _ .
depend,verb,B1,General,(TBD: depend),The answer is _ .
ltd,noun,B1,General,(TBD: ltd),The answer is _ .
lie,verb,B1,General,(TBD: lie),The answer is _ .
clean,adjective,A2,General,(TBD: clean),The answer is _ .
funding,noun,B2,General,(TBD: funding),The answer is _ .
eggs,noun,A2,General,(TBD: eggs),The answer is _ .
employers,noun,C1,General,(TBD: employers),The answer is _ .
emotional,adjective,B2,General,(TBD: emotional),The answer is _ .
poverty,noun,B2,General,(TBD: poverty),The answer is _ .
crown,noun,B1,General,(TBD: crown),The answer is _ .
accuracy,noun,B2,General,(TBD: accuracy),The answer is _ .
sets,noun,A2,General,(TBD: sets),The answer is _ .
passing,verb,B1,General,(TBD: passing),The answer is _ .
integration,noun,B1,General,(TBD: integration),The answer is _ .
muscle,noun,B2,General,(TBD: muscle),The answer is _ .
axis,noun,C1,General,(TBD: axis),The answer is _ .
prepare,verb,B1,General,(TBD: prepare),The answer is _ .
valid,adjective,C1,General,(TBD: valid),The answer is _ .
won,verb,B1,General,(TBD: won),The answer is _ .
nursing,noun,B1,General,(TBD: nursing),The answer is _ .
statutory,adjective,B1,General,(TBD: statutory),The answer is _ .
partnership,noun,C1,General,(TBD: partnership),The answer is _ .
sunday,noun,A2,General,(TBD: sunday),The answer is _ .
slight,adjective,C1,General,(TBD: slight),The answer is _ .
coffee,noun,A2,General,(TBD: coffee),The answer is _ .
front,adjective,A2,General,(TBD: front),The answer is _ .
basin,noun,B2,General,(TBD: basin),The answer is _ .
snow,noun,A2,General,(TBD: snow),The answer is _ .
equity,noun,C1,General,(TBD: equity),The answer is _ .
open,verb,A2,General,(TBD: open),The answer is _ .
contemporary,adjective,C1,General,(TBD: contemporary),The answer is _ .
registered,verb,B2,General,(TBD: registered),The answer is _ .
continued,adjective,B1,General,(TBD: continued),The answer is _ .
legs,noun,A2,General,(TBD: legs),The answer is _ .
ny,noun,B1,General,(TBD: ny),The answer is _ .
uniform,adjective,B1,General,(TBD: uniform),The answer is _ .
interview,noun,A2,General,(TBD: interview),The answer is _ .
brothers,noun,A2,General,(TBD: brothers),The answer is _ .
grace,noun,B1,General,(TBD: grace),The answer is _ .
spend,verb,A2,General,(TBD: spend),The answer is _ .
jackson,noun,B1,General,(TBD: jackson),The answer is _ .
rubber,noun,B2,General,(TBD: rubber),The answer is _ .
treasurer,noun,B1,General,(TBD: treasurer),The answer is _ .
dr,noun,A2,General,(TBD: dr),The answer is _ .
temple,noun,A2,General,(TBD: temple),The answer is _ .
gets,verb,A2,General,(TBD: gets),The answer is _ .
banking,noun,B1,General,(TBD: banking),The answer is _ .
prison,noun,B2,General,(TBD: prison),The answer is _ .
acceptance,noun,B2,General,(TBD: acceptance),The answer is _ .
characteristic,adjective,C1,General,(TBD: characteristic),The answer is _ .
opposed,verb,B1,General,(TBD: opposed),The answer is _ .
sharp,adjective,B2,General,(TBD: sharp),The answer is _ .
host,noun,B1,General,(TBD: host),The answer is _ .
teeth,noun,A2,General,(TBD: teeth),The answer is _ .
visible,adjective,B2,General,(TBD: visible),The answer is _ .
planned,verb,B1,General,(TBD: planned),The answer is _ .
reducing,verb,B2,General,(TBD: reducing),The answer is _ .
lewis,noun,B1,General,(TBD: lewis),The answer is _ .
submit,verb,C1,General,(TBD: submit),The answer is _ .
